name,description,region,imageUrl,brand,specs,category,upc,ean,ean8,id_producto,categoryPath,ingredients
Stella Artois Cerveza Sin Alcohol Porrón 330 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117591621.jpeg,Stella Artois,"[['Size', '330'], ['Countries', 'Spain']]",Beer,,7792798013470.0,,7792798013470,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Stella Cerveza Artois Sin Alcohol 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117549396.jpeg,Stella,"[['Size', '473'], ['Countries', 'Spain']]",Beer,,7792798013487.0,,7792798013487,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Stella Artois Cerveza Sin Alcohol 2838cmq,"Descubrí el Sabor de la Cerveza Stella Artois 0.0% en Pack de 6 Disfrutá de la Stella Artois 0.0%, la cerveza rubia que no sacrifica el sabor. Este pack de 6 latas es perfecto para esos momentos en que querés disfrutar sin alcohol, ideal para compartir y acompañar tus comidas favoritas. Características Destacadas (Cerveza Stella Artois 0.0% Lata 473mlx6) Pale Lager sin alcohol: todo el sabor que querés sin preocupaciones. Amargor y frescura: un perfil de sabor superior al de otras lagers. Versátil: excelente para acompañar una variedad de platos salados. Envase práctico: latas que son fáciles de llevar a cualquier lugar. Contenido abundante: 6 latas de 473ml para disfrutar a lo grande. Por qué nos gusta (Cerveza Stella Artois 0.0% Lata 473mlx6) No hay razón para renunciar al buen gusto en tus reuniones. Con este pack, cada momento se transforma en una celebración sin alcohol. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes. Agua, malta de cebada, azúcar de caña, extracto natural de malta, lúpulo, cebada, derivados de cebada.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166513250.jpeg,Stella Artois,[],Beer,,7792798013494.0,,7792798013494,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Stella Artois Cerveza 0.0sin Alcohol 330ml X 6u,"Disfrutá la frescura de la Cerveza Stella Artois 0.0% Sin Alcohol Elegí una opción deliciosa que te permite disfrutar del sabor auténtico de Stella Artois sin preocuparte por el alcohol. Perfecta para cualquier momento, sin compromisos. Características Destacadas (Cerveza Stella Artois 330 Ml 0.0% Sin Alcohol x 6 U) Cerveza sin alcohol, ideal para quienes buscan una opción refrescante y ligera. Elaborada con los mismos ingredientes de calidad que la versión tradicional. Perfecta para acompañar comidas o disfrutar en reuniones con amigos. Presentación en pack de 6, ideal para compartir o tener siempre a mano. Por qué nos gusta (Cerveza Stella Artois 330 Ml 0.0% Sin Alcohol x 6 U) Esta cerveza te permite disfrutar del auténtico sabor de Stella Artois sin los efectos del alcohol, haciéndola ideal para cualquier ocasión. Con Stella Artois 0.0%, cada brindis es una celebración, sin límites. Compralo ahora con envío a domicilio o retiro en tienda.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166536730.jpeg,Stella Artois,[],Beer,,7792798013500.0,,7792798013500,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Budweiser Cerveza Pack X4 Uni 710cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166493827.jpeg,Budweiser,[],Beer,,7792798013531.0,,7792798013531,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Brahma Cerveza Dorada 1 Lt,"Brahma Dorada, más liviana. Cerveza rubia de rico sabor con cuerpo suave y refrescante.",Outside of North America,https://go-upc.s3.amazonaws.com/images/125347164.jpeg,Brahma,"[['Size', '1l'], ['Countries', 'Spain']]",Beer,,7792798013593.0,,7792798013593,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Quilmes Ipa Cerveza X 1 Lt,"Probá la Cerveza Quilmes IPA en botella y disfrutá de su carácter intenso Elegí esta botella retornable de 1 litro y dejate llevar por la intensidad de esta IPA. Perfecta para esos momentos especiales, cada trago es una experiencia que no podés dejar pasar. Características Destacadas (Cerveza Quilmes IPA Botella Retornable 1ltx1) Intensidad y carácter que la hacen única. Ideal para compartir en reuniones o celebraciones. Elaborada por Cervecería y Maltería Quilmes, una marca de confianza. Presentación en botella de 1 litro, perfecta para disfrutar con amigos. Una opción que realza cualquier comida o encuentro social. Por qué nos gusta (Cerveza Quilmes IPA Botella Retornable 1ltx1) Su sabor intenso es el compañero ideal para quienes buscan disfrutar de momentos memorables. Cada botella promete llevar tus experiencias cerveceras al siguiente nivel. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166485082.jpeg,Quilmes Ipa,"[['Size', '1l'], ['Countries', 'Spain']]",Beer,,7792798013678.0,,7792798013678,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Patagonia Cerveza Ipa Estelar X 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117575364.jpeg,Patagonia,"[['Size', '473'], ['Countries', 'Spain']]",Beer,,7792798013777.0,,7792798013777,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Goose Island Cerveza Lager En Lata 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117588045.jpeg,Goose Island,"[['Size', '473'], ['Countries', 'Spain']]",Beer,,7792798013791.0,,7792798013791,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Goose Island Cerveza Lager 473 Ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/125364513.jpeg,Goose Island,[],Beer,,7792798013807.0,,7792798013807,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Cerveza Ipa Estelar X6 Patagonia 2838ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/244076322.webp,,[],,,7792798013821.0,,7792798013821,,
Brahma Cerveza Amarilla 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/82110112.png,Brahma,"[['Size', '473'], ['Countries', 'Spain']]",Beer,,7792798013838.0,,7792798013838,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Brahma Cerveza 473 Ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/125343156.jpeg,Brahma,[],Beer,,7792798013845.0,,7792798013845,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Quilmes Cerveza Edición Hinchada X1 U. 473ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/220433737.webp,Quilmes,"[['Countries', 'Argentina']]",,,7792798013913.0,,7792798013913,,
Quilmes 1890 Cerveza Blanca No Retornable 1 Lt,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/207770658.jpeg,Quilmes 1890,[],Beer,,7792798013937.0,,7792798013937,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Andes Origen Cerveza Ipa 473 Ml Pack X 12 Unidades Promo,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/132797680.webp,Andes Origen,"[['Size', '473'], ['Countries', 'Spain']]",Beer,,7792798013944.0,,7792798013944,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Quilmes 1890 Cerveza En Lata 473 Ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/242640833.jpeg,Quilmes 1890,[],Beer,,7792798013951.0,,7792798013951,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Stella Artois Cerveza 710 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117563993.jpeg,Stella Artois,"[['Size', '710'], ['Countries', 'Spain']]",Beer,,7792798013975.0,,7792798013975,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Stella Artois Cerveza Lager 710ml X4,"Disfrutá la elegancia de la Cerveza Stella Artois Rubia en pack Elegí un pack que combina el sabor refinado de Stella Artois con la conveniencia de tener varias cervezas listas para compartir. Perfecto para tus encuentros y celebraciones. Características Destacadas (Cerveza Stella Artois Rubia 710 Ml x 4 U) Cerveza rubia de estilo lager, con un equilibrio perfecto entre amargor y dulzura. Elaborada con ingredientes de alta calidad para un sabor excepcional. Pack de 4 botellas, ideal para compartir en reuniones o eventos. Perfecta para acompañar una variedad de comidas o disfrutar sola. Por qué nos gusta (Cerveza Stella Artois Rubia 710 Ml x 4 U) Este pack asegura que siempre tengas a mano una opción sofisticada para brindar y disfrutar. Con Stella Artois, cada ocasión se convierte en un momento memorable. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes.",Outside of North America,https://go-upc.s3.amazonaws.com/images/120433902.png,Stella Artois,"[['Size', '710 Ml'], ['Countries', 'Spain']]",Beer,,7792798013982.0,,7792798013982,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Quilmes Cerveza Rubia Bajo Cero En Botella Retornable 1 Lt,Cerveza Quilmes 1 L Quilmes Bajo Cero se elabora mediante un novedoso proceso de filtrado a dos grados bajo cero que da como resultado una cerveza que se destaca por su suavidad y refrescancia. Ofrece una alternativa diferente a Quilmes Cristal pensada para aquellos consumidores que prefieren una cerveza suave. Ingredientes.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166681966.jpeg,Quilmes,"[['Size', '1l'], ['Countries', 'Spain']]",Beer,,7792798013999.0,,7792798013999,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Michelob Cerveza Superior Suave 473ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117575112.jpeg,Michelob,"[['Size', '473'], ['Countries', 'Spain']]",Beer,,7792798014019.0,,7792798014019,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Michelob Cerveza Superior Suave 2838ml,"Disfrutá el sabor único de la Cerveza Michelob Elegí un pack de 6 latas de 473 ml de una cerveza que combina calidad y frescura. Ideal para compartir con amigos o disfrutar en un momento de relax. Características Destacadas (Cerveza Michelob 473 Ml x 6 U) Elaborada con ingredientes de alta calidad para un sabor excepcional. Textura suave y refrescante, perfecta para cualquier ocasión. Contenido alcohólico equilibrado que la hace ideal para disfrutar con moderación. Presentación en lata que mantiene la frescura y es fácil de llevar. Por qué nos gusta (Cerveza Michelob 473 Ml x 6 U) Este pack es perfecto para quienes buscan una cerveza premium que sorprenda en cada sorbo. Con Michelob, asegurás momentos de disfrute y buena compañía. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166520505.jpeg,Michelob,[],Beer,,7792798014026.0,,7792798014026,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Goose Island Cerveza Lager En Botella 730 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117592790.jpeg,Goose Island,"[['Size', '730'], ['Countries', 'Spain']]",Beer,,7792798014040.0,,7792798014040,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Cerveza Lager X6 Uni Goose 2838ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/122843989.jpeg,,[],,,7792798014064.0,,7792798014064,,
Andes Cerveza Origen Rubia 710 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166513265.jpeg,Andes,"[['Size', '710'], ['Countries', 'Spain']]",Beer,,7792798014156.0,,7792798014156,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Andes(cerveza) Cerveza Rubia Andes Origen 710 Ml,"La Andes Origen Rubia es una cerveza rubia con cuerpo y carácter maltoso. Aroma leve a lúpulo, cereal y toque de levadura. Para apreciar mejor sus aromas y resaltar así su color dorado brillante se recomienda tomar en copa. La Andes Origen Rubia es muy refrescante y compaña muy bien carnes decerdo o carnes rojas elaboradas con salsas saborizadas. Ingredientes.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166568826.jpeg,Andes(cerveza),[],Beer,,7792798014163.0,,7792798014163,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Brahma Cerveza Blanca Musica En Lata 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/122790830.jpeg,Brahma,"[['Size', '473'], ['Countries', 'Spain']]",Beer,,7792798014255.0,,7792798014255,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Brahma Cerveza Musica 1 Lt,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/97739712.jpeg,Brahma,"[['Size', '1l'], ['Countries', 'Spain']]",Beer,,7792798014262.0,,7792798014262,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Brahma Cerveza Musica 2023 Sixpack 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/125369732.jpeg,Brahma,[],Beer,,7792798014279.0,,7792798014279,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Goose Island Cerveza Lager En Lata 710 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117592797.jpeg,Goose Island,"[['Size', '710'], ['Countries', 'Spain']]",Beer,,7792798014347.0,,7792798014347,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Quilmes Cerveza Lager X4 Goose 2840ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/122932357.jpeg,Quilmes,"[['Size', '710 Ml'], ['Countries', 'Spain']]",,,7792798014354.0,,7792798014354,,
Stella Artois Cerveza Vintage 473 Ml,"DESCRIÇÃO Apresentamos-lhe a nova Temple Honey Beer, uma cerveja à base de mel orgânico, perfeitamente equilibrada e refrescante, com uma cor dourada e um aroma de malte e cítricos. De corpo médio, e doçura no ponto certo, um casamento perfeito, essa cerveja vai fazer seu paladar conhecer a felicidade. E o que dizer dessa belezura? Provavelmente o estilo de cerveja mais popular da atualidade, nossa cerveja Honey veio para conquistar corações. Com a nossa (quase) obsessão pela sustentabilidade, utilizamos o mel orgânico que vem diretamente do Delta do Rio Paraná, na Argentina, e o adicionamos na fase de maturação, evitando que se transforme em álcool, destacando o aroma e o sabor. É orgânico, é mel.",Outside of North America,https://go-upc.s3.amazonaws.com/images/38174921.png,Stella Artois,"[['Size', '473 Cm3'], ['Countries', 'Spain']]",Beer,,7792798014361.0,,7792798014361,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Stella Artois Cerveza Blanca Vintage 975 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117593896.jpeg,Stella Artois,"[['Size', '1l'], ['Countries', 'Spain']]",Beer,,7792798014378.0,,7792798014378,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Stella Artois Cerveza Vinage Rubia 473 Cc Sixpa,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/207739251.jpeg,Stella Artois,[],Beer,,7792798014385.0,,7792798014385,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Budweiser Cerveza Música En Lata 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117600890.jpeg,Budweiser,"[['Size', '473 Ml'], ['Countries', 'Spain']]",Beer,,7792798014491.0,,7792798014491,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Budweiser Cerveza Música En Lata 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/125372275.jpeg,Budweiser,[],Beer,,7792798014507.0,,7792798014507,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Quilmes Cerveza Lata 710 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/220430814.jpeg,Quilmes,[],Beer,,7792798014835.0,,7792798014835,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
MIR Cerveza Lata Quilmes 710 Cc – Bulto X 4,No description found.,Outside of North America,,MIR,[],Beer,,7792798014842.0,,7792798014842,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Corona Cerveza Sin Alcohol 0.0% Jjoo 330ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/220430899.jpeg,Corona,[],Beer,,7792798014873.0,,7792798014873,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Andes Cerveza Blanca Oro Origen En Lata 473 Ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/207790516.jpeg,Andes,[],Beer,,7792798014934.0,,7792798014934,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Andes Cerveza Origen Rubia Oro 473 Cc 6un,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/220061071.jpeg,Andes,[],,,7792798014958.0,,7792798014958,,
Patagonia Cerveza Lager Del Sur Lata X 473 Ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/220431073.jpeg,Patagonia,[],Beer,,7792798015009.0,,7792798015009,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Cerveza 473ml X6 Lager Patagonia 2838cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/243773649.jpeg,,[],,,7792798015016.0,,7792798015016,,
Patagonia Cerveza Lager Del Sur 730cc,"Cerveza Patagonia Lager Del Sur Elegí la Cerveza Patagonia Lager Del Sur para disfrutar de un sabor auténtico y refrescante. Con su suave cuerpo y balanceado amargor, esta lager te ofrece una experiencia única de la mano de una de las cervezas más icónicas de la Patagonia. Ideal para acompañar tus momentos de relax o una buena comida. Características Destacadas Sabor suave y refrescante, con un toque de amargor perfectamente equilibrado. Elaborada con ingredientes de calidad, típica de la tradición cervecera patagónica. Ideal para acompañar carnes, pizzas y platos a la parrilla. Presentación en botella de 500 ml, perfecta para compartir o disfrutar solo. Perfecta para quienes buscan una cerveza lager ligera y sabrosa. Por qué nos gusta La Cerveza Patagonia Lager Del Sur es ideal para quienes disfrutan de una cerveza fresca y bien equilibrada. Su sabor suave y refrescante la convierte en una opción perfecta para cualquier ocasión. Disfrutá de la calidad de la Patagonia en cada sorbo. Comprálo ahora con envío a domicilio o retiro en tienda.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166613607.jpeg,Patagonia,[],Beer,,7792798015023.0,,7792798015023,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Brahma Cerveza Laton 710 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/226050372.webp,Brahma,[],,,7792798015061.0,,7792798015061,,
Heineken Cerveza 473 Ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/124540069.jpeg,Heineken,[],,,7792798172207.0,,7792798172207,,
Stella Artois Cerveza 473 Cc Six Pack,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/61118943.png,Stella Artois,[],Ice Packs,,7792798779277.0,,7792798779277,"['Health & Beauty', 'Health Care', 'First Aid', 'Hot & Cold Therapies', 'Ice Packs']",
MIR Cerveza Andes Origen Roja 473 Cc,"Andes Origen Roja Es Una Cerveza De Receta Mendocina. Se Recomienda Servir En Copa. Está Hecha Con Pura Malta Tostada A Fuego Lento, Que Ofrece Colores Y Texturas Bien Distintivas. Probalas.",Outside of North America,https://go-upc.s3.amazonaws.com/images/37289595.png,MIR,"[['Size', '473 Ml'], ['Countries', 'Argentina']]",Beer,,7792798992317.0,,7792798992317,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']","{'text': 'Agua, Malta De Cebada, Lupulo'}"
Andes Cerveza Origen Rubia 473 Cc,"Andes Origen Rubia es una cerveza de receta mendocina. Se recomienda servir en copa. Está hecha con pura malta tostada a fuego lento, que ofrece colores y texturas bien distintivas. Probalas, hay una rubia, una roja y una negra.",Outside of North America,https://go-upc.s3.amazonaws.com/images/37289608.png,Andes,"[['Size', '473 Ml'], ['Countries', 'Spain']]",Beer,,7792798999866.0,,7792798999866,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Cerveza Rubia Lata – 473 Cc – $ 147.99,"Con un aroma frutado, un atractivo color dorado y un inconfundible sabor fresco e intenso. Elaborada a partir de una cuidadosa selección de ingredientes 100% naturales, pasión y cuidado logrando una cerveza única de calidad premium. Pensada para quienes lo más importante al elegir una cerveza es “que tenga el sabor que me gusta” o “que me permita darme un gusto”. Saber tiene su recompensa.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166485985.jpeg,Imperial,[],Beer,,7793147000752.0,,7793147000752,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Heineken Cerveza 1l. Retornable,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/246967208.jpeg,Heineken,"[['Size', '950 G'], ['Countries', 'Argentina']]",Beer,,7793147000899.0,,7793147000899,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']","{'text': 'La Receta Única De Heineken Combina Pura Malta Con Lúpulo Agua Y Nuestra Especial Levadura A. Todo Natural, Sin Agregados Una Lager 100% Malta Para Un Sabor Premium, En Donde Sea Que Estés En El Mundo.'}"
Salta Cerveza Rubia En Botella Retornable 1 Lt,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/114727695.jpeg,Salta,[],Beer,,7793147000967.0,,7793147000967,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Salta Cerveza Negra En Botella 1000 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/114782384.jpeg,Salta,[],Beer,,7793147000974.0,,7793147000974,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Cerveza Rubia Lager 1 L,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/122791663.jpeg,Imperial,"[['Countries', 'Argentina']]",Beer,,7793147000981.0,,7793147000981,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Cerveza Cream Stout 1l Retornable,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/79772292.png,Imperial,[],Beer,,7793147000998.0,,7793147000998,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Cerveza Amber Lager 1 Lt,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/59145496.jpeg,Imperial,[],Beer,,7793147001001.0,,7793147001001,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Schneider Cerveza Lager Rubia 1lt,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/222602024.jpeg,Schneider,[],Beer,,7793147001025.0,,7793147001025,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Santa Fe Cerveza Rubia Retornable 1 L,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/122791615.jpeg,Santa Fe,[],Beer,,7793147001049.0,,7793147001049,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Budweiser Cerveza 1lt Retornable,"Descripción del producto Budweiser es una cerveza de cuerpo medio, gustosa, crepitante de estilo American Larger. Fermentada con la mejor malta de cebada y una mezcla de variedades de lúpulo de primera calidad.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166497387.jpeg,Budweiser,"[['Size', '1l'], ['Countries', 'Spain']]",Beer,,7793147001056.0,,7793147001056,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Córdoba Cerveza Cordoba Lata – 473 Cc – $ 93.27,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/32575800.jpeg,Córdoba,[],Beer,,7793147001117.0,,7793147001117,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
SOL Cerveza Rubia 330 Cc,"Descubrí la Cerveza Sol Rubia 330cc Elegí la Cerveza Sol Rubia 330cc para esos momentos que merecen un brindis. Su frescura y ligereza son perfectas para disfrutar a cualquier hora del día. Porque elegir Cerveza Sol Rubia 330cc Un sabor refrescante que complementa cualquier comida. Ideal para compartir con amigos en una reunión o evento. Formato de 330cc, perfecto para disfrutar sin excesos. Elaborada con ingredientes de calidad para una experiencia auténtica. Disfrutá de cada sorbo y hacé que tus momentos sean inolvidables. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes.",Outside of North America,https://go-upc.s3.amazonaws.com/images/40393529.jpeg,SOL,"[['Size', '330'], ['Countries', 'Spain']]",Beer,,7793147001216.0,,7793147001216,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Sol Cerveza Porron Rubia,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/32575491.jpeg,Sol,[],,,7793147001223.0,,7793147001223,,
Córdoba Cerveza Retornable Cordoba 1l,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/114729615.jpeg,Córdoba,[],Beer,,7793147001353.0,,7793147001353,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
SOL Cerveza Rubia Lata 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/40397023.jpeg,SOL,[],Beer,,7793147001704.0,,7793147001704,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Cerveza Cream Stout X 473 Cm3,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/40398228.jpeg,Imperial,"[['Countries', 'Spain']]",Beer,,7793147001742.0,,7793147001742,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
6u Imperial Stout 473c 6u,No description found.,Outside of North America,,,[],Beer,,7793147001780.0,,7793147001780,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Miller Cerveza Lata 473 Cc,"Short Description Miller es una cerveza que se caracteriza por su color dorado, claridad increíble y sabor suave y refrescante, lo cual se consigue gracias a un proceso especial de cuádruple filtrado.",Outside of North America,https://go-upc.s3.amazonaws.com/images/59391515.png,Miller,"[['Countries', 'Argentina']]",Beer,,7793147001827.0,,7793147001827,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']","{'text': 'Agua, Cebada, Malteada, Jarabe De Maltosa, Lupulo'}"
Heineken Cerveza Rubia 330 Cc,"Heineken es la cerveza Premium número 1 de Europa y la más internacional del mundo. Está presente en Argentina y en más de 198 países. A excepción de la Antártida y el Sahara, es posible tomar Heineken en todos los rincones del planeta. Se elabora con la misma receta desde 1873, usando los ingredientes naturales más puros, un excepcional estándar de calidad y sin ningún aditivo ni conservante. Es pura malta, elaborada a partir de un mosto cuyo extracto primitivo proviene exclusivamente de cebada malteada. Su sabor distintivo y único está dado por el uso exclusivo de la Levadura A, especialmente desarrollada por un discípulo de Louis Pasteur, resguardada en Holanda, desde donde se distribuye para garantizar que el sabor característico de Heineken sea igual en todo el mundo. Ingredientes.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166686293.jpeg,Heineken,[],Beer,,7793147009137.0,,7793147009137,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Heineken Cerveza Lata 6X355,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/214495121.jpeg,Heineken,[],,,7793147009168.0,,7793147009168,,
