name,description,region,imageUrl,brand,specs,category,upc,ean,ean8,id_producto,categoryPath,ingredients
Heineken Cerveza Lt,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/38175035.png,Heineken,"[['Size', '1l'], ['Countries', 'Spain']]",Beer,,7793147573126.0,,7793147573126,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Heineken Cerveza Blanca 150 Años Porron 330 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117553023.jpeg,Heineken,[],Beer,,7793147573133.0,,7793147573133,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Warsteiner Cerveza Bot 980 Ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117562087.jpeg,Warsteiner,[],Beer,,7793147573188.0,,7793147573188,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Blue Moon Cerveza Belgian White 473ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117592807.jpeg,Blue Moon,[],Beer,,7793147573195.0,,7793147573195,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Cerveza Rubia Extra Lager En Lata 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/125342114.jpeg,Imperial,[],Beer,,7793147573324.0,,7793147573324,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Pack Imperial Lager X 6,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/123046231.jpeg,,[],,,7793147573331.0,,7793147573331,,
Warsteiner Cerveza Lata 473ml,"Disfrutá la Cerveza Warsteiner Edición Limitada 473 Ml Elegí la Cerveza Warsteiner Edición Limitada 473 Ml y regalate una experiencia única. Con su sabor excepcional, cada sorbo es un viaje a la tradición cervecera alemana. Porque elegir Cerveza Warsteiner Edición Limitada 473 Ml Sabor intenso y refinado, con notas de malta y lúpulo. Edición limitada, perfecta para coleccionar y disfrutar en ocasiones especiales. Ideal para acompañar comidas o disfrutar sola. Calidad premium que representa la esencia de la cerveza alemana. Transformá tus momentos en algo inolvidable. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166508888.jpeg,Warsteiner,"[['Size', '473cm'], ['Countries', 'Spain']]",Beer,,7793147573355.0,,7793147573355,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Cerveza Warsteiner Lata 473ml X6,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/206894946.jpeg,,[],Beer,,7793147573362.0,,7793147573362,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
MIR Cerveza Genuine Draft Miller 473ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117575777.jpeg,MIR,[],Beer,,7793147573386.0,,7793147573386,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Cerveza Pack De 6 Latas Lager SCHNEIDER 473cc,No description found.,Outside of North America,https://go-upc.com/api/image/7793147573409,,[],,,7793147573409.0,,7793147573409,,
Miller Cerveza Pack Latas 6uni 473ml,No description found.,Outside of North America,,,[],Beer,,7793147573423.0,,7793147573423,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Bieckert Cerveza Hazy Ipa Costa 473ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166517639.jpeg,Bieckert,[],Beer,,7793147573447.0,,7793147573447,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Bieckert Cerveza Bapa 630ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166552688.jpeg,Bieckert,[],Beer,,7793147573461.0,,7793147573461,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Miller Cerveza Ed. 330 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166598070.jpeg,Miller,[],Beer,,7793147573492.0,,7793147573492,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Universo Binario Pack X6 Botellas De Cerveza Miller Genuine Draft 330 Ml,"Disfruta de la frescura y el sabor auténtico de la Cerveza Miller Genuine Draft. Este pack de 6 botellas de 330 cc cada una es ideal para compartir en reuniones, asados o simplemente para relajarte en cualquier momento. Con su proceso de filtrado en frío, Miller Genuine Draft ofrece una experiencia suave y refrescante, perfecta para los amantes de la cerveza de calidad. ¡Aprovecha esta oportunidad y ten siempre una cerveza premium a mano!",Outside of North America,https://go-upc.s3.amazonaws.com/images/224851765.jpeg,Universo Binario,[],Beer,,7793147573508.0,,7793147573508,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Isenbeck Cerveza Lata 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/194976592.jpeg,Isenbeck,"[['Size', '473 Cm3'], ['Countries', 'Spain']]",Beer,,7793147573515.0,,7793147573515,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Amstel Cerveza Lager Pura Malta 473ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166597545.jpeg,Amstel,"[['Countries', 'Spain']]",Beer,,7793147573546.0,,7793147573546,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Golden Cerveza Rubia Ligera En Lara 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117586410.jpeg,Imperial Golden,"[['Size', '473cm'], ['Countries', 'Spain']]",Beer,,7793147573560.0,,7793147573560,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Amstel Cerveza Lager X 1L,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/123507067.jpeg,Amstel,"[['Countries', 'Spain']]",,,7793147573591.0,,7793147573591,,
Cerveza Lager Schneider Botella 1 L,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/246749591.png,,[],,,7793147573607.0,,7793147573607,,
SOL Cerveza Rubia En Lata 473 Ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/253996879.jpeg,SOL,[],,,7793147573614.0,,7793147573614,,
Sol Cerveza Porron Rubia,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/214590902.jpeg,Sol,[],,,7793147573652.0,,7793147573652,,
Saltacautiva Cerveza Salta Cautiva Session Ipa 473cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/194977231.jpeg,Saltacautiva,[],Beer,,7793147573683.0,,7793147573683,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Cerveza Golden 1 L,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/244623115.jpeg,Imperial,[],Beer,,7793147573720.0,,7793147573720,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Cerveza Rubia 1 L,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166662439.jpeg,Imperial,"[['Countries', 'Spain']]",Beer,,7793147573737.0,,7793147573737,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Blue moon Cerveza Rubia Belgian De Trigo,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/246975561.jpeg,Blue moon,[],Beer,,7793147574024.0,,7793147574024,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Imperial Cerveza Golden 300 Ml,"DescripciónCerveza Golden Imperial, rubia y refrescante. Botella de 330 ml, perfecta para reuniones informales o disfrutar sola. Elaborada con ingredientes naturales para un sabor auténtico.",Outside of North America,https://go-upc.s3.amazonaws.com/images/273285148.jpeg,Imperial,[],Beer,,7793147574109.0,,7793147574109,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Natufarma Levadura De Cerveza X 40 Comprimidos,"Por su alto contenido en proteínas, vitaminas, carbohidratos, minerales y fibras, la levadura de cerveza es un excelente complemento de la dieta diaria.",Outside of North America,https://go-upc.s3.amazonaws.com/images/134036286.jpeg,Natufarma,[],,,7795379101061.0,,7795379101061,,
Grolsch Cerveza Retornable 925 Ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/213651834.jpeg,Grolsch,[],,,7795697000190.0,,7795697000190,,
Grolsch Cerveza 473 Ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/33750158.png,Grolsch,[],Beer,,7795697000213.0,,7795697000213,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Cerveza Grolsch Six Pack 473Ml. Por 6 Unidades,No description found.,Outside of North America,,,[],Beer,,7795697000220.0,,7795697000220,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Isenbeck Cerveza Envase Descartabl,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/214023011.jpeg,Isenbeck,[],,,7795697001661.0,,7795697001661,,
Cerveza Isenbeck 1 Lt,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/161696489.jpeg,,[],Beer,,7795697001708.0,,7795697001708,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Miller Cerveza Genuine Draft 1lt Ret,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166699547.jpeg,Miller,[],Beer,,7795697431345.0,,7795697431345,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Miller Cerveza Genuine Draft 355cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166710319.jpeg,Miller,[],Beer,,7795697431352.0,,7795697431352,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Isebeck Isenbeck Sixpack Lata 473ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/40394979.jpeg,Isebeck,[],Beer,,7795697611167.0,,7795697611167,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Warsteiner Sixpack Lata 473ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/40393549.jpeg,,[],Beer,,7795697612133.0,,7795697612133,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Dmart Cerveza Miller Lata 473cc,No description found.,Outside of North America,,,[],,,7795697615172.0,,7795697615172,,
Cerveza Brahma,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/74526475.jpeg,,[],Beer,,7795742011201.0,,7795742011201,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Cerveza Rubia En Lata Brahma 473 Cc,473.0 cc Cerveza Rubia en Lata Brahma 473 Cc - 473.0 cc.,Outside of North America,,,[],Beer,,7795742084359.0,,7795742084359,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Cerveza 361 De 1 Litro,No description found.,Outside of North America,https://go-upc.com/api/image/7798054012980,,"[['Countries', 'Spain']]",,,7798054012980.0,,7798054012980,,
Antares Cerveza Ipa Lata 473 Cc,"Desde 1998, hasta hoy, lo que nos identifica es la misma pasión por lo que hacemos. El mosto de todo lo que hacemos. Es la búsqueda constante de mejora, enfocando todos nuestros esfuerzos en garantizar la calidad absoluta de la cerveza. Y por supuesto, compartir con nuestros colegas todo lo que aprendemos en el camino. INNOVACIÓN. Vivimos en la búsqueda constante de innovar, de conocer, aprender y compartir nuevas técnicas, ingredientes y sabores, de ahí surge lo distintivo de este tipo de cervezas artesanales. Ante todo, para hacer cerveza, el componente más importante del producto acabado son nuestras manos. Desde que empezamos con la idea de una receta, hasta que llega el producto a los barriles.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166686425.jpeg,Antares,"[['Countries', 'Spain']]",Beer,,7798091030268.0,,7798091030268,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Antares Cerveza Ipa Lata 473 Cc,"Disfrutá la Cerveza Antares IPA 473cc Elegí la Cerveza Antares IPA 473cc y llevá tu experiencia cervecera a otro nivel. Con su balance perfecto de amargor y aromas intensos, es la opción ideal para los amantes de la buena birra. Porque elegir Cerveza Antares IPA 473cc Sabor intenso con notas cítricas y florales. Amargor equilibrado que satisface a los paladares más exigentes. Formato de 473cc, perfecto para compartir o disfrutar solo. Elaborada con ingredientes de calidad, garantizando frescura en cada sorbo. Sumá esta joya a tu próxima reunión y dejá que tus amigos se sorprendan. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166647968.jpeg,Antares,"[['Countries', 'Spain']]",Beer,,7798091030275.0,,7798091030275,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Antares Cerveza Honey Lata 473 Cc,Disfruta de una cerveza suave y aromática con notas ámbar y sabor a miel. La Cerveza Honey de Antares es la elección perfecta para aquellos que buscan una experiencia de sabor única y refrescante.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166686388.jpeg,Antares,"[['Size', '473 Ml'], ['Countries', 'Argentina']]",Beer,,7798091030299.0,,7798091030299,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Antares Cerveza Kolsch Lata 473 Cc,"Disfrutá la Cerveza Antares Kolsch 473ml Elegí la Cerveza Antares Kolsch 473ml para refrescar tus días con su sabor ligero y aromático. Ideal para esos momentos donde querés disfrutar sin complicaciones, esta cerveza es el compañero perfecto. Porque elegir Cerveza Antares Kolsch 473ml Sabores sutiles y frescos que alegran el paladar. Perfecta para acompañar picadas o disfrutar sola. Formato de 473ml, ideal para cualquier ocasión. Elaborada con ingredientes seleccionados para una experiencia única. Sumá esta delicia a tu colección y descubrí un nuevo nivel de frescura. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166699819.jpeg,Antares,[],Beer,,7798091030329.0,,7798091030329,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Antares Cerveza Scotch Lata 473 Cc,"Disfrutá la Cerveza Antares Scotch 473ml Elegí la Cerveza Antares Scotch 473ml para darle un toque especial a tus momentos. Con su sabor único y cuerpo robusto, esta cerveza es ideal para quienes buscan algo diferente y memorable. Porque elegir Cerveza Antares Scotch 473ml Sabores intensos que deleitan el paladar. Perfecta para acompañar comidas o disfrutar sola. Formato de 473ml, ideal para compartir o disfrutar en solitario. Elaborada con ingredientes de alta calidad, garantizando una experiencia premium. Sumá esta joya a tu colección y descubrí un nuevo nivel de satisfacción. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes.",Outside of North America,https://go-upc.s3.amazonaws.com/images/89205032.png,Antares,"[['Countries', 'Spain']]",Beer,,7798091030343.0,,7798091030343,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Antares Cerveza Blanca Playa Grande En Lata 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/59215115.jpeg,Antares,"[['Countries', 'Spain']]",Beer,,7798091030350.0,,7798091030350,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Antares Cerveza Ipa 25 Años 473cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117575543.jpeg,Antares,[],Beer,,7798091030497.0,,7798091030497,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Antares Cerveza Session Ipa 473ml,"Disfruta de la intensidad y sabor de la Session IPA de Antares. Esta cerveza de tonalidad ámbar te deleitará con su amargor equilibrado y lupulado, mientras que sus notas cítricas te transportarán a un mundo de frescura y sabor.",Outside of North America,https://go-upc.s3.amazonaws.com/images/273276619.jpeg,Antares,[],Beer,,7798091030510.0,,7798091030510,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Antares Cerveza Lager 473 Ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/273282727.jpeg,Antares,[],Beer,,7798091030527.0,,7798091030527,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Barbaroja Cerveza Ipa Porron 330 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117551773.jpeg,Barbaroja,[],Beer,,7798101830031.0,,7798101830031,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Barbaroja Cerveza Sin Alcohol Honey Porron 330 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117551762.jpeg,Barbaroja,[],Beer,,7798101830055.0,,7798101830055,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Barbaroja Cerveza Frutada En Botella 1000 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117552004.jpeg,Barbaroja,[],Beer,,7798101830154.0,,7798101830154,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Barbaroja Cerveza Frutada Porron 330 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117551727.jpeg,Barbaroja,[],Beer,,7798101831045.0,,7798101831045,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Brennan Mostaza Suave A La Cerveza,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166733315.jpeg,Brennan,"[['Weight', '0.40 Kgs']]",Beer,,7798116251104.0,,7798116251104,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Blest Cerveza Pilsen 355 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117351980.jpeg,Blest,[],Beer,,7798119090014.0,,7798119090014,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Blest Cerveza Bock 355 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117351939.jpeg,Blest,[],Beer,,7798119090021.0,,7798119090021,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Blest Cerveza Scotch 355 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117351973.jpeg,Blest,[],Beer,,7798119090069.0,,7798119090069,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Blest Hop Shot Ipa,"Hace 30 años Julio Migoya, creó lo que hoy conocemos como un producto clásico de San Carlos de Bariloche y comenzó una revolución cervecera. Fué un camino arduo, que hoy rinde sus frutos. Julio, una leyenda en el ámbito cervecero, celebrado por todos sus pares, hoy sigue siendo el guía espiritual de Cerveza Artesanal Blest.",Outside of North America,https://go-upc.s3.amazonaws.com/images/117351962.jpeg,Blest,[],Beer,,7798119090076.0,,7798119090076,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Blest Cerveza Honey 355 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117351946.jpeg,Blest,[],Beer,,7798119090083.0,,7798119090083,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Blest Cerveza Scotch Lata 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117352030.jpeg,Blest,[],Beer,,7798119090137.0,,7798119090137,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Blest 1989 Ipa,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/60008847.jpeg,,[],Beer,,7798119090144.0,,7798119090144,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Blest Cerveza Honey Lata 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117352017.jpeg,Blest,[],Beer,,7798119090151.0,,7798119090151,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Bell´s Mp Vaso Cervecero Trslúcido Descartable 800 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166688272.jpeg,Bell´s Mp,[],,,7798135920753.0,,7798135920753,,
Beagle On CHOMP,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/160815690.jpeg,Beagle,"[['Countries', 'Argentina'], ['Stores', 'Anonima']]",On Choy,,7798137950055.0,,7798137950055,"['Food, Beverages & Tobacco', 'Food Items', 'Fruits & Vegetables', 'Fresh & Frozen Vegetables', 'Greens', 'On Choy']",
Beepure Cerveza Honey Botella 500 Ml,"Elaborada en conjunto con Mesta Nostra, especialistas en cerveza artesanal, la HONEY BEEPURE es una cerveza deliciosa y refrescante, con un final seco. La miel BEEPURE le otorga un aroma dulce y un distintivo carácter resaltado por la maltosidad.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166466160.jpeg,Beepure,[],Beer,,7798165591183.0,,7798165591183,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Beepure Cerveza Blonde Ale Botella 500 Ml,"Elaborada en conjunto con Mesta Nostra, especialistas en cerveza artesanal, la variedad Blonde Ale BEEPURE se caracteriza por su espuma blanca y persistente, cuerpo ligero y carácter de malta media. Es simple, ligera y sorprendentemente sabrosa para cualquier paladar.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166466231.jpeg,Beepure,[],Beer,,7798165591480.0,,7798165591480,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Beepure Cerveza Artesanal Scottish En Botella 500 Cc,"Elaborada en conjunto con Mesta Nostra, especialistas en cerveza artesanal, la variedad Scottish Ale es una cerveza roja con dominantes sabores a malta y caramelos. Con bajo sabor y aroma a lúpulo, refresca; para disfrutar durante largas sesiones.",Outside of North America,https://go-upc.s3.amazonaws.com/images/166466235.jpeg,Beepure,[],Beer,,7798165591497.0,,7798165591497,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Beepure Cerveza Session Ipa Botella 500 Ml,"Elaborada en conjunto con Mesta Nostra, especialistas en cerveza artesanal, la variedad Blonde Ale BEEPURE se caracteriza por su espuma blanca y persistente, cuerpo ligero y carácter de malta media. Es simple, ligera y sorprendentemente sabrosa para cualquier paladar.",Outside of North America,https://go-upc.s3.amazonaws.com/images/59202988.jpeg,Beepure,[],Beer,,7798165591503.0,,7798165591503,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Beepure Cerveza Artesanal Belgian White En Botella 500 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117604250.jpeg,Beepure,[],Beer,,7798165591510.0,,7798165591510,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Peñon Del Aguila Cerveza Rubia Peñón Águila 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/33750058.jpeg,Peñon Del Aguila,[],Beer,,7798287170013.0,,7798287170013,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Peñon Del Aguila Águila Cerveza Roja Oktoberfest - 473ml,Cerveza Extra Roja 4.8% vv Alcohol Tipo Oktoberfest.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166686326.jpeg,Peñon Del Aguila,[],Beer,,7798287170020.0,,7798287170020,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Peñon Del Aguila Cerveza Negra Peñón Águila Schwarzbier 473 Cc,Cerveza Extra Negra 5.0% vv Alcohol Tipo Schwarzbier.,Outside of North America,https://go-upc.s3.amazonaws.com/images/114730931.jpeg,Peñon Del Aguila,[],Beer,,7798287170037.0,,7798287170037,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Peñon del águila Cerveza Honigbier 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166686394.jpeg,Peñon del águila,[],Beer,,7798287170044.0,,7798287170044,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Peñon del águila Cerveza Rubia Peñón Waldbier 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/59162497.jpeg,Peñon del águila,[],Beer,,7798287170129.0,,7798287170129,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Peñon del Aguil Cerveza Mexican Lager 473 Cc,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/166683303.jpeg,Peñon del Aguil,[],Beer,,7798287170181.0,,7798287170181,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Peñón del Aguila Cerveza Lager Lit Light Lata 473 Cc,"Cerveza Peñón del Aguila Lit es una cerveza rubia, dorada, delicada refescante y balanceada.Simple, facil de tomar autentica e ideal para todos los dias, de ligero amargor. Elaborada 100% con malta argentina sin aditivos ni conservantes.",Outside of North America,https://go-upc.s3.amazonaws.com/images/246938388.jpeg,Peñón del Aguila,[],Beer,,7798287170365.0,,7798287170365,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Lit Cerveza Irish Red Ale Lat 473 Cmq,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/117424945.jpeg,Lit,[],Beer,,7798287170433.0,,7798287170433,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Peñon Del Aguila Cerveza Sin Alcohol Ipa Abstemia 473 Ml,"Descubrí la Cerveza Peñón del Águila Abstemia 473 Ml Elegí la Cerveza Peñón del Águila Abstemia 473 Ml y disfrutá del auténtico sabor cervecero sin alcohol. Ideal para esos momentos en los que querés cuidarte pero sin renunciar al placer de una buena birra. Porque elegir Cerveza Peñón del Águila Abstemia 473 Ml Sabor refrescante y equilibrado que satisface tu antojo. Sin alcohol, perfecta para cualquier momento del día. Ideal para compartir con amigos o disfrutar solo. Comprometida con la calidad y la tradición cervecera. Transformá tus momentos de relax en una experiencia deliciosa. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes. Agua, cebada malteada, trigo, lúpulo, levadura de cerveza, derivados de trigo, derivados de cebada.",Outside of North America,https://go-upc.s3.amazonaws.com/images/220395711.jpeg,Peñon Del Aguila,[],Beer,,7798287170655.0,,7798287170655,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Peñon Del Aguila Pack De Cerveza 2 Latas 473 Cc + 1 Copa,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/246636962.webp,Peñon Del Aguila,[],Beer,,7798287170815.0,,7798287170815,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Bierhaus Cerveza Superstar Ipa 473 Ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/40395951.jpeg,Bierhaus,[],Beer,,7798332150014.0,,7798332150014,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Bierhaus Sweeheart Honey 473ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/40397812.jpeg,Bierhaus,[],Beer,,7798332150038.0,,7798332150038,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
Bierhaus Cerveza Scotch Ness 473 Ml,No description found.,Outside of North America,https://go-upc.s3.amazonaws.com/images/40395920.png,Bierhaus,[],Beer,,7798332150045.0,,7798332150045,"['Food, Beverages & Tobacco', 'Beverages', 'Alcoholic Beverages', 'Beer']",
